,corpus,val
3736,good food staff very friendly specially mr nabil charge helping celebrate mom's birthday,1
3737,best chinese food town dimsum die ~,1
3738,good service good decor/ambience good food loved back soon,1
3739,best dim sum town crispy beef unbeatable ambiance decor location and service fantastic,1
3740,food awesome service good ambience neat price high@,1
3741,always ejoy going chow food great ambience simply love,1
3742,nice place eat comfortable and chilled,1
3743,amazing food and right portion sitting hassle but worth,1
3744,loved food decor and ambiance service good,1
3745,best dimsums I town definitely going back :d,1
3746,nice atmosphere tasty food specially dim sum,1
3747,entire place service food incredible visit sure 10 10,1
3748,love environment n dumpling love every food,1
3749,terrace brunch great recommending left and right :),1
3750,good restaurant well trained staff and very good service dimsum beyond expectation highly recommended,1
3751,really loved chicken dumpling & also loved environment definitely go,1
3752,best dim sum dhaka great ambience and decor,1
3753,excellent food excellent service value money,1
3754,love food excellent service and price reasonable :),1
3755,excellent food reasonably priced & good ambience place go,1
3756,loved food and pricing really great comparison quality and service highly recommended people like japanese asian fusion cuisine,1
3757,great food,1
3758,absolutely perfect food world price amazing and service better place dhaka 20/10 ps: ice lemon tea something cannot miss literally best dhaka,1
3759,best place ever food excellent well trained staff and also reasonable price :-d,1
3760,great ambiance and chicken nanban world,1
3761,sushi and maki role not greqt japanese food available market,1
3762,great experience food excellent and staff well trained reasonable pricing great ambience and elegant decor would highly recommend tokyo express others and keep coming back,1
3763,nice interior and ambiance good music awesome service must say really good job training waiter and food delish overall loved,1
3764,amazing place and ambience great mouthwatering food must try,1
3765,great experience â€œkung fu panda restaurant â€ large spicy chicken pizza hour ago delivery took place 20min really amazing and â€œpizzaâ€ would say one best far really appreciated ï¿½ï¿½ food and service and would recommend others join and try thanks â€œkung fu panda restaurantâ€,1
3766,"spicy chicken pizza very delicious tried 12"" well 9"" flavour well balanced mushroom and capsicum not done amount mozzarella perfect",1
3767,food delicious & environment decoration like but one problem found price much high,1
3768,checked 2days ago and tried special pasta really taste good and delicious liked lastly interior beautiful loved,1
3769,loved place ordered kung fu panda special piza & drink piza wow & apprised love go,1
3770,desperately waiting opening decoration good see and hope quality food also very good probably awaited restaurant open very soon,1
3771,awesome wanna go wish best,1
3772,beautiful restaurant good food and good view,1
3773,really liked ur food yummy environment also good obviously must go,1
3774,good,1
3775,visited 2 3 time food and service good quality and liked keep :),1
3776,great food great service and price absolutely perfect loved,1
3777,good food awesome like food really good,1
3778,good taste specially kebab,1
3779,wow loved place,1
3780,stopped late may bank holiday rick steve recommendation and loved,1
3781,selection menu great and price,1
3782,fry great,1
3783,great touch,1
3784,service very prompt,1
3785,tried cape cod ravoli chicken cranberry mmmm,1
3786,highly recommended,1
3787,food amazing,1
3788,service also cute,1
3789,could care le interior beautiful,1
3790,performed,1
3791,right red velvet cake ohhh stuff good,1
3792,hole wall great mexican street taco and friendly staff,1
3793,also combo like burger fry and beer 23 decent deal,1
3794,found place accident and could not happier,1
3795,overall like place lot,1
3796,redeeming quality restaurant very inexpensive,1
3797,ample portion and good price,1
3798,first visit hiro delight,1
3799,shrimp tender and moist,1
3800,positive note server very attentive and provided great service,1
3801,thing like prime rib and dessert section,1
3802,burger good beef cooked right,1
3803,want sandwich go firehouse,1
3804,side greek salad greek dressing tasty and pita and hummus very refreshing,1
3805,ordered duck rare and pink and tender inside nice char outside,1
3806,came running u realized husband left sunglass table,1
3807,chow mein good,1
3808,portion huge,1
3809,loved friendly server great food wonderful and imaginative menu,1
3810,salad right amount sauce not power scallop perfectly cooked,1
3811,place receives star appetizer,1
3812,cocktail handmade and delicious,1
3813,would definitely go back,1
3814,glad found place,1
3815,great food and service huge portion and give military discount,1
3816,always great time do gringo,1
3817,update went back second time and still amazing,1
3818,great way finish great,1
3819,deal included 5 tasting and 2 drink and jeff went and beyond expected,1
3820,sweet potato fry very good and seasoned well,1
3821,today second time I lunch buffet and pretty good,1
3822,place,1
3823,love pho and spring roll oh yummy try,1
3824,say food amazing,1
3825,omelet die,1
3826,everything fresh and delicious,1
3827,like really sexy party mouth outrageously flirting hottest person party,1
3828,best breakfast buffet,1
3829,back,1
3830,food arrived quickly,1
3831,side cafe serf really good food,1
3832,server fantastic and found wife love roasted garlic and bone marrow added extra meal and another marrow go,1
3833,good thing waiter very helpful and kept bloddy mary's coming,1
3834,best buffet town price cannot beat,1
3835,loved mussel cooked wine reduction duck tender and potato dish delicious,1
3836,one better buffet,1
3837,went tigerlilly and fantastic afternoon,1
3838,food delicious bartender attentive and personable and got great deal,1
3839,ambience wonderful and music playing,1
3840,go back next trip,1
3841,sooooo good,1
3842,really fantastic thai restaurant definitely worth visit,1
3843,nice spicy and tender,1
3844,good price,1
3845,check,1
3846,service fine and waitress friendly,1
3847,guy steak and steak loving son steak best and worst place said best steak ever eaten,1
3848,thought would venture away get good sushi but place really hit spot night,1
3849,phenomenal food service and ambiance,1
3850,definitely worth venturing strip pork belly return next time I vega,1
3851,penne vodka excellent,1
3852,good selection food including massive meatloaf sandwich crispy chicken wrap delish tuna melt and tasty burger,1
3853,delicious nyc bagel good selection cream cheese real lox caper even,1
3854,great subway fact good come every subway not meet expectation,1
3855,seriously solid breakfast,1
3856,one best bar food vega,1
3857,drink never empty and made really great menu suggestion,1
3858,nice blanket moz top but feel like done cover subpar food,1
3859,bathroom clean and place well decorated,1
3860,fiancã© and came middle day and greeted and seated right away,1
3861,great restaurant mandalay bay,1
3862,highlight : great quality nigiri,1
3863,staff friendly and joint always clean,1
3864,different cut piece day but still wonderful and tender s well well flavored,1
3865,ordered voodoo pasta and first time I would really excellent pasta since going gluten free several year ago,1
3866,place good,1
3867,seated immediately,1
3868,menu diverse and reasonably priced,1
3869,restaurant always full but never wait,1
3870,delicious,1
3871,place hands-down one best place eat phoenix metro area,1
3872,bacon hella salty,1
3873,really vega fine dining used right menu handed lady no price listed,1
3874,waitress very friendly,1
3875,lordy khao soi dish not missed curry lover,1
3876,everything menu terrific and also thrilled made amazing accommodation vegetarian daughter,1
3877,atmosphere modern and hip maintaining touch coziness,1
3878,not weekly haunt but definitely place come back every,1
3879,love place hit spot want something healthy but not lacking quantity flavor,1
3880,ordered lemon raspberry ice cocktail also incredible,1
3881,interesting decor,1
3882,really like crepe station,1
3883,also served hot bread and butter and home made potato chip bacon bit top very original and very good,1
3884,watch preparing delicious food ),1
3885,egg roll fantastic,1
3886,salad wing and ice cream dessert and left feeling quite satisfied,1
3887,best place go tasty bowl pho,1
3888,very friendly staff,1
3889,worth drive,1
3890,heard good thing place but exceeding every hope could dreamed,1
3891,food great and serivce,1
3892,great brunch spot,1
3893,service friendly and inviting,1
3894,very good lunch spot,1
3895,side delish - mixed mushroom yukon gold puree white corn - beateous,1
3896,friend loved salmon tartar,1
3897,extremely tasty,1
3898,waitress good though,1
3899,jamaican mojitos delicious,1
3900,loved bacon wrapped date,1
3901,unbelievable bargain,1
3902,folk otto always make u feel welcome and special,1
3903,place first pho and amazing,1
3904,wonderful experience made place must-stop whenever town,1
3905,very very fun chef,1
3906,great place couple drink and watch and sporting event wall covered tv's,1
3907,I would say would hardest decision honestly m's dish taste supposed taste (amazing),1
3908,everyone very attentive providing excellent customer service,1
3909,dish quite flavourful,1
3910,seriously flavorful delight folk,1
3911,much better ayce sushi place went vega,1
3912,lighting dark enough set mood,1
3913,owner's really great people,1
3914,greek dressing very creamy and flavorful,1
3915,pizza good peanut sauce very tasty,1
3916,7 table and service pretty fast,1
3917,fantastic service,1
3918,know make,1
3919,hope place stick around,1
3920,restaurant atmosphere exquisite,1
3921,good service very clean and inexpensive boot,1
3922,seafood fresh and generous portion,1
3923,plus 8 buck,1
3924,thus far visited twice and food absolutely delicious time,1
3925,good year ago,1
3926,veggitarian platter world,1
3927,cant go wrong food,1
3928,cannot beat,1
3929,stopped place madison ironman very friendly kind staff,1
3930,chef friendly and good job,1
3931,liked patio and service outstanding,1
3932,goat taco not skimp meat and wow flavor,1
3933,went bachi burger friend's recommendation and not disappointed,1
3934,would definitely recommend wing well pizza,1
3935,great pizza and salad,1
3936,place amazing,1
3937,staff great food delish and incredible beer selection,1
3938,not know pulled pork could soooo delicious,1
3939,get incredibly fresh fish prepared care,1
3940,love fact everything menu worth,1
3941,food excellent and service very good,1
3942,good beer & drink selection and good food selection,1
3943,good service-check,1
3944,summer dine charming outdoor patio - very delightful,1
3945,not expect good,1
3946,fantastic food,1
3947,food very good,1
3948,great food price very high quality and house made,1
3949,back good bbq lighter fare reasonable pricing and tell public back old way,1
3950,and considering two u left very full and happy $20 cannot go wrong,1
3951,bread made in-house,1
3952,service exceptional and food good review,1
3953,couple month later returned and amazing meal,1
3954,favorite place town shawarrrrrrma,1
3955,black eyed pea and sweet potato unreal,1
3956,not disappointed,1
3957,could serve vinaigrette and may make better overall dish but still very good,1
3958,truly unbelievably good and glad went back,1
3959,fantastic service and pleased atmosphere,1
3960,love place,1
3961,great service and food,1
3962,omg food delicioso,1
3963,dish salmon best but great,1
3964,vegetable fresh and sauce feel like authentic thai,1
3965,worth driving tucson,1
3966,pretty good beer selection,1
3967,place like chipotle but better,1
3968,classy/warm atmosphere fun and fresh appetizer succulent steak (baseball steak,1
3969,5 star brick oven bread app,1
3970,eaten multiple time and time food delicious,1
3971,everyone treated equally special,1
3972,delicious,1
3973,good side staff genuinely pleasant and enthusiastic - real treat,1
3974,always evening wonderful and food delicious,1
3975,best fish I ever life,1
3976,(the bathroom next door and very nice ),1
3977,outstanding little restaurant best food ever tasted,1
3978,pretty cool would say,1
3979,server great job handling large rowdy table,1
3980,would come back sushi craving vega,1
3981,staff great ambiance great,1
3982,deserves 5 star,1
3983,dining space tiny but elegantly decorated and comfortable,1
3984,customize order way would like usual eggplant green bean stir fry love,1
3985,best taco town far,1
3986,interesting part town place amazing,1
3987,great dinner,1
3988,service outshining & definitely recommend halibut,1
3989,come back every time I vega,1
3990,def coming back bowl next time,1
3991,want healthy authentic ethic food try place,1
3992,continue come lady night andddd date night highly recommend place anyone area,1
3993,several time past and experience always great,1
3994,walked away stuffed and happy first vega buffet experience,1
3995,service excellent and price pretty reasonable considering vega and located inside crystal shopping mall aria,1
3996,summarize food incredible nay transcendant but nothing brings joy quite like memory pneumatic condiment dispenser,1
3997,kid pizza always hit lot great side dish option kiddos,1
3998,service perfect and family atmosphere nice see,1
3999,cooked perfection and service impeccable,1
4000,great place eat reminds little mom and pop shop san francisco bay area,1
4001,today first taste buldogis gourmet hot dog and tell ever thought possible,1
4002,I definitely soon,1
4003,food really good and got full petty fast,1
4004,service fantastic,1
4005,not know kind but best iced tea,1
4006,come hungry leave happy and stuffed,1
4007,assure not disappointed,1
4008,really enjoyed eating,1
4009,first time going but think quickly become regular,1
4010,server very nice and even though looked little overwhelmed need stayed professional and friendly end,1
4011,dinner companion told everything very fresh nice texture and taste,1
4012,no complaint,1
4013,seriously good pizza and I expert/connisseur topic,1
4014,nicest restaurant owner I ever come across,1
4015,loved biscuit,1
4016,service quick and friendly,1
4017,absolutley fantastic,1
4018,definitely come back,1
4019,like steiner dark and feel like bar,1
4020,wow very spicy but delicious,1
4021,not familiar check,1
4022,I would love go back,1
4023,anyway f restaurant wonderful breakfast/lunch,1
4024,day week different deal and delicious,1
4025,not mention combination pear almond and bacon big winner,1
4026,food delicious and spicy enough sure ask spicier prefer way,1
4027,ribeye steak cooked perfectly and great mesquite flavor,1
4028,food gooodd,1
4029,food very good and enjoyed every mouthful enjoyable relaxed venue couple small family group etc,1
4030,nargile - think great,1
4031,best tater tot southwest,1
4032,loved place,1
4033,vanilla ice cream creamy and smooth profiterole (choux) pastry fresh enough,1
4034,im az time and new spot,1
4035,inside really quite nice and very clean,1
4036,food outstanding and price very reasonable,1
4037,love margarita,1
4038,first and vega buffet and not disappoint,1
4039,very good though,1
4040,great pork sandwich,1
4041,enjoy pizza and brunch,1
4042,steak well trimmed and also perfectly cooked,1
4043,group 70+ claimed would 40 and handled u beautifully,1
4044,loved,1
4045,place jewel la vega and exactly I hoping find nearly ten year living,1
4046,delicious and absolutely back,1
4047,not small family restaurant fine dining establishment,1
4048,toro tartare cavier extraordinary and liked thinly sliced wagyu white truffle,1
4049,awesome,1
4050,back many time soon,1
4051,menu much good stuff could not decide,1
4052,conclusion: very filling meal,1
4053,daily special always hit group,1
4054,pancake also really good and pretty large,1
4055,first crawfish experience and delicious,1
4056,monster chicken fried steak and egg time favorite,1
4057,waitress sweet and funny,1
4058,also taste mom's multi-grain pumpkin pancake pecan butter and amazing fluffy and delicious,1
4059,cant say enough good thing place,1
4060,ambiance incredible,1
4061,waitress and manager friendly,1
4062,not much pasta but love homemade /hand made pasta and thin pizza,1
4063,give try happy,1
4064,far best cheesecurds ever,1
4065,reasonably priced also,1
4066,everything perfect night,1
4067,food very good typical bar food,1
4068,first glance lovely bakery cafe - nice ambiance clean friendly staff,1
4069,point finger item menu order and not disappointed,1
4070,oh thing beauty restaurant,1
4071,not gone go,1
4072,burger amazing,1
4073,sure order dessert even need pack to-go - tiramisu and cannoli die,1
4074,first time and cannot wait next,1
4075,bartender also nice,1
4076,everything good and tasty,1
4077,place two thumb way,1
4078,best place vega breakfast (just check sat sun,1
4079,love authentic mexican food and want whole bunch interesting yet delicious meat choose need try place,1
4080,excellent new restaurant experienced frenchman,1
4081,great steak great side great wine amazing dessert,1
4082,steak and shrimp opinion best entree gc,1
4083,opportunity today sample amazing pizza,1
4084,yellowtail carpaccio melt mouth fresh,1
4085,spicy enough perfect actually,1
4086,last night second time dining and happy decided go back,1
4087,boyfriend and came first time recent trip vega and could not pleased quality food and service,1
4088,really recommend place go wrong donut place,1
4089,nice ambiance,1
4090,would recommend saving room,1
4091,tapa dish delicious,1
4092,*heart* place,1
4093,good time,1
4094,believe place great stop huge belly and hankering sushi,1
4095,generous portion and great taste,1
4096,food delicious,1
4097,also came back check u regularly excellent service,1
4098,server super nice and checked u many time,1
4099,service good and company better,1
4100,staff also very friendly and efficient,1
4101,service: I fan quick and served nice folk,1
4102,steak 100% recommended,1
4103,great food and great service clean and friendly setting,1
4104,assure I back,1
4105,breakfast perpared great beautiful presentation 3 giant slice toast lightly dusted powdered sugar,1
4106,great place fo take eat,1
4107,waitress friendly and happy accomodate vegan/veggie option,1
4108,omg felt like never eaten thai food dish,1
4109,crouton also taste homemade extra plus,1
4110,regular stop trip phoenix,1
4111,really enjoyed crema cafã© expanded even told friend best breakfast,1
4112,miss and wish one philadelphia,1
4113,also best cheese crisp town,1
4114,good value great food great service,1
4115,could not ask satisfying meal,1
4116,food good,1
4117,awesome,1
4118,made drive way north scottsdale and not one bit disappointed,1
4119,absolute must visit,1
4120,cow tongue and cheek taco amazing,1
4121,really want make experience good one,1
4122,grilled chicken tender and yellow saffron seasoning,1
4123,pretty awesome place,1
4124,ambience perfect,1
4125,staff always super friendly and helpful especially cool bring two small boy and baby,1
4126,four star food & guy blue shirt great vibe & still letting u eat,1
4127,roast beef sandwich tasted really good,1
4128,high-quality chicken chicken caesar salad,1
4129,promptly greeted and seated,1
4130,proven dead wrong sushi bar not quality great but service fast and food impeccable,1
4131,good joint,1
4132,macarons insanely good,1
4133,waiter very attentive friendly and informative,1
4134,great food,1
4135,great place relax and awesome burger and beer,1
4136,perfect sit-down family meal get together friend,1
4137,patio seating very comfortable,1
4138,hand favorite italian restaurant,1
4139,"scream ""legit"" book somethat's also pretty rare vega",1
4140,not fun experience,1
4141,atmosphere great lovely duo violinist playing song requested,1
4142,personally love hummus pita baklava falafel and baba ganoush (it's amazing eggplant ),1
4143,very convenient since staying mgm,1
4144,owner super friendly and staff courteous,1
4145,great,1
4146,eclectic selection,1
4147,sweet potato tot good but onion ring perfection close,1
4148,staff very attentive,1
4149,and chef generous time (even came around twice take picture him),1
4150,owner used work nobu place really similar half price,1
4151,promise not disappoint,1
4152,great double cheeseburger,1
4153,awesome service and food,1
4154,fantastic neighborhood gem,1
4155,cannot wait go back,1
4156,great place and highly recommend,1
4157,gave 5 star and I giving 5 star,1
4158,dessert: panna cotta amazing,1
4159,very good food great atmosphere 1,1
4160,damn good steak,1
4161,price very reasonable flavor spot sauce home made and slaw not drenched mayo,1
4162,decor nice and piano music soundtrack pleasant,1
4163,steak amazing rge fillet relleno best seafood plate ever,1
4164,good food good service,1
4165,absolutely amazing,1
4166,definitely back,1
4167,sergeant pepper beef sandwich auju sauce excellent sandwich well,1
4168,hawaiian breeze mango magic and pineapple delight smoothy I tried far and good,1
4169,going since 2007 and every meal awesome,1
4170,server very nice and attentive serving staff,1
4171,cashier friendly and even brought food,1
4172,atmosphere fun,1
4173,"service quick and even ""to go"" order like like",1
4174,said mouth and belly still quite pleased,1
4175,2 thumb,1
4176,loved grilled pizza reminded legit italian pizza,1
4177,pro : large seating area/ nice bar area/ great simple drink menu/ best brick oven pizza homemade dough,1
4178,really nice atmosphere,1
4179,one bite hooked,1
4180,cute quaint simple honest,1
4181,chicken deliciously seasoned and perfect fry outside and moist chicken inside,1
4182,food great always compliment chef,1
4183,special thanks dylan t recommendation order :) yummy tummy,1
4184,awesome selection beer,1
4185,great food and awesome service,1
4186,one nice thing added gratuity bill since party larger 6 8 and not expect tip,1
4187,han nan chicken also very tasty,1
4188,service thought good,1
4189,nicest chinese restaurant I,1
4190,overall like food and service,1
4191,also serve indian naan bread hummus and spicy pine nut sauce world,1
4192,try airport experience tasty food and speedy friendly service,1
4193,love decor chinese calligraphy wall paper,1
4194,never anything complain,1
4195,restaurant very clean and family restaurant feel,1
4196,warm feeling service and felt like guest special treat,1
4197,extensive menu provides lot option breakfast,1
4198,always order vegetarian menu dinner wide array option choose,1
4199,wonderful lil tapa and ambience made feel warm and fuzzy inside,1
4200,got enjoy seafood salad fabulous vinegrette,1
4201,wonton thin not thick and chewy almost melt mouth,1
4202,level 5 spicy perfect spice not over-whelm soup,1
4203,sat right time and server get go fantastic,1
4204,I side town definitely spot I hit,1
4205,great place eat,1
4206,jalapeno bacon soooo good,1
4207,food good service good price good,1
4208,"I happy """,1
4209,one place phoenix would definately go back,1
4210,block amazing,1
4211,close house low-key non-fancy affordable price good food,1
4212,* hot & sour & egg flower soup absolutely 5 star,1
4213,great time - family dinner sunday night,1
4214,flair bartender absolutely amazing,1
4215,good ordered twice,1
4216,pretty satifying experience,1
4217,join club and get awesome offer via email,1
4218,perfect someone (me) like beer ice cold case even colder,1
4219,nacho must,1
4220,not very many word say place but everything pretty well,1
4221,staff super nice and very quick even crazy crowd downtown jury lawyer and court staff,1
4222,great atmosphere friendly and fast service,1
4223,received pita huge lot meat thumb,1
4224,classic maine lobster roll fantastic,1
4225,good going review place twice - hereas tribute place and tribute event held last night,1
4226,chip and salsa really good salsa very fresh,1
4227,place great,1
4228,get inside impressed place,1
4229,and service super friendly,1
4230,place nice surprise,1
4231,golden-crispy and delicious,1
4232,could eat bruschetta day devine,1
4233,lastly mozzarella stick best thing ordered,1
4234,first time ever came amazing experience still tell people awesome duck,1
4235,love place,1
4236,say dessert yummy,1
4237,seasonal fruit fresh white peach puree,1
4238,love put food nice plastic container opposed cramming little paper takeout box,1
4239,crãªpe delicate and thin and moist,1
4240,best service and food ever maria server good and friendly made day,1
4241,excellent,1
4242,lunch and great experience,1
4243,recently tried caballero's and back every week since,1
4244,food came good pace,1
4245,ate twice last visit and especially enjoyed salmon salad,1
4246,fact I going round 4 star awesome,1
4247,potato great and biscuit,1
4248,flavorful and perfect amount heat,1
4249,price reasonable and service great,1
4250,went happy hour great list wine,1
4251,may say buffet pricey but think get pay and place getting quite lot,1
4252,place pretty good nice little vibe restaurant,1
4253,talk great customer service course back,1
4254,love fry and bean,1
4255,always pleasure dealing,1
4256,plethora salad and sandwich and everything I tried get seal approval,1
4257,place awesome want something light and healthy summer,1
4258,sushi strip place go,1
4259,service great even manager came and helped table,1
4260,excellent restaurant highlighted great service unique menu and beautiful setting,1
4261,boyfriend and sat bar and completely delightful experience,1
4262,go place gyro,1
4263,love owner/chef one authentic japanese cool dude,1
4264,definately enjoyed,1
4265,seriously killer hot chai latte,1
4266,boyfriend tried mediterranean chicken salad and fell love,1
4267,rotating beer tap also highlight place,1
4268,stay vega must get breakfast least,1
4269,want first say server great and perfect service,1
4270,pizza selection good,1
4271,strawberry tea good,1
4272,overall great experience,1
4273,regular toasted bread equally satisfying occasional pat butter mmmm,1
4274,chip and sals amazing,1
4275,new fav vega buffet spot,1
4276,every time eat see caring teamwork professional degree,1
4277,waitress greets u humble nature,1
4278,not food but also service great,1
4279,not location but also service excellent,1
4280,not vibe but also food awesome,1
4281,not hygiene point but service well,1
4282,service bloody excellent,1
4283,food extraordinary,1
4284,dessert beyond world,1
4285,quality service provided staff and well maintained,1
4286,undoubtedly best restaurant night time serf best sheesha flavour,1
4287,authencity staff taking order plus plus suggest right dish according flavour choice,1
4288,very well organized and well manered restuarnt staff very humble and polite,1
4289,beautiful and attractive ambience vibe place very surreal and refreshing,1
4290,cozy ambience vibrant music scrumptious food and good mood thats amazing cafe loved,1
4291,place relax and enjoy food whole day shopping specially service very quick feel ggod long tired day,1
4292,great place visit and chill food delicious and overall good experience,1
4293,tried new outlet tasty starter nicely stuffed filling good parathas and rice,1
4294,quite popular place hangout middle age group serf best alcohol and great dj,1
4295,must visit place best aspect,1
4296,stunning food and delightful beverage,1
4297,favor and visit lovely restaurant,1
4298,food pretty good italian classic and twist and price it’s 100% worth,1
4299,staff truly care experience,1
4300,staff extremely knowledgeable and make great recommendation,1
4301,awesome experience different creative recipe,1
4302,awesome taste precaution taken covid-19,1
4303,good ambience good service and reasonable rate,1
4304,great ambience and good food,1
4305,really warm management fantastic food,1
4306,visited restaurant quite time and food never fails amaze,1
4307,great food great host warm welcome,1
4308,quick service and delicious food,1
4309,good place one best samosa mumbai,1
4310,completely value money,1
4311,food delicious and service excellent,1
4312,taken proper sanitation measure and food delicious,1
4313,service excellent and staff very humble and cordial,1
4314,10/10 food keep wanting come back and,1
4315,dish picture perfect would recommend everyone try,1
4316,food simple yet very delicious,1
4317,small size but quantity enough 1 person,1
4318,host very courteous and food serving time also very quick,1
4319,seafood lover love place place calm good service,1
4320,food amazing and staff very helping nature even played birthday song cutting cake,1
4321,location perfect reading and cofee exactly taste,1
4322,pav bhaji tasty come sure,1
4323,discount offer simply amazing,1
4324,happy hour discount good,1
4325,paneer die,1
4326,food die,1
4327,never engrossed soup ever entire life hand best soup ever,1
4328,people recommended restaurant must say im impressed,1
4329,food delicious amazing,1
4330,love servicing nice like always give extra fry love,1
4331,nothing good ambience place believe,1
4332,food language love say and fell love food first bite excellent work guy,1
4333,food good but service bad,0
4334,although food good but ambiance worst,0
4335,food pretty good but little flavorless and portion very small,0
4336,joya used cool spot decent food and colorful - not relaxed - atmosphere,0
4337,menu looked good except offering chilean sea bass but server not offer special written board outside,0
4338,since literally complete hole wall bit intimidating first but get very quickly soon friendly staff welcome - not hesitate ask help get,1
4339,based review dinner place would reconsider revisiting but definitely not dim sum,0
4340,service ok people not get asked,0
4341,thing moderately enjoyed grilled chicken special edamame puree,1
4342,like sakagura but feel much would better try yokocho,0
4343,okayish food,1
4344,salmon dish and fine price paid expected type flavor,0
4345,bill approximately $25 2 lunch without drink very expensive,0
4346,food great service ok,1
4347,great idea and base restaurant but work detail people think good need go back shore town and rethink should tasted like,1
4348,staff very friendly not overly efficient,0
4349,went and combination different seafood dish and appetizer,1
4350,dilemma went thing good bad,0
4351,certain staple excellent (the burger pastas) food not really point,0
4352,dim sum so-so but not spectacular,0
4353,food so-so,0
4354,,1
4355,lobster sandwich $24 and although good not nearly enough warrant price,0
4356,read mocaramel's review and felt compelled respond,0
4357,side ok and incredibly salty,0
4358,not fooled crowd people,0
4359,and no way,0
4360,passing restaurant sometime finally decided go and dinner,1
4361,ordered chu chu curry and friend ordered pad thai chicken,1
4362,go monday prix fixe and experience food comparable blue ribbon,1
4363,tuk tuk second favorite neighborhood thai place,1
4364,moules excellent lobster ravioli very salty,1
4365,cheap eat nyc but not dosa,1
4366,atmosphere noisy and waiter literally walking around thing fast,0
4367,not usually order wine indian cannot comment wine list wine,0
4368,pastrami corned beef juicy and piled high (ask extra rye bread),1
4369,($200 2 glass champagne not expensive bottle wine and 2 dinner drinks),1
4370,food ok least food available,1
4371,ambience nice but service not great,0
4372,location and ambience ok but food make,1
4373,dinner ok nothing would,0
4374,not sit inside,0
4375,first time sushi outstanding second time little bland,1
4376,one great place eat pizza but not good place take-out pizza,0
4377,try green curry vegetable,1
4378,make reservation not going keep it?,0
4379,searching get cold freezing weather went thought deli bad food,0
4380,$760 2 people lifetime experience very costly,0
4381,food o k but not better get good neighborhood restaurant,1
4382,$20 entree range not overly expensive new york city definitely better food range and sapphire despite lovely atmosphere likely not restaurant return,0
4383,chinese dessert known healthful benefit addition sweetness,1
4384,leaving couple standing door said another waiter not hurry,1
4385,happy hour happy,1
4386,price higher dine and chicken tikka marsala quite good,1
4387,guess 555soul ad not launch big modeling career,0
4388,besides vacation want good food served,1
4389,save time and trouble and skip one,0
4390,please skip restaurant,0
4391,please skip joint,0
4392,place little tight and cold day seating entranceway pretty drafty,0
4393,umm good taste,1
4394,ate march 2006 and ordered pre-theatre 3-course dinner wine flight,1
4395,check secret back room amazing,1
4396,authentic food and real service not rush get sometimes try push door,1
4397,price line,1
4398,and horrible food shell small fortune?,0
4399,filet mignon garlic mash nice,1
4400,yes price high but felt worth,1
4401,got back home u serving huge,0
4402,get 7pm else wait since place very popular,1
4403,example soup 6 oz $12 dollar and mushroom $12 1oz very expensive avoid costly restaurant,0
4404,service not exactly five star but thats not really big deal,0
4405,people waiting staff not hurry,0
4406,avoid coming place,0
4407,ambiance and atmosphere great food and service could lot better,1
4408,search food and stumbled block indian restaurant east sixth street,1
4409,food usually good but certainly not relaxing place go,0
4410,still quibble bill off-set pour-your-own measure liquers courtesey house,1
4411,table service could little attentive but someone also work service industry understood busy,1
4412,I sapphire twice and time food fine not good,0
4413,went ruby foo's work group 6 enjoyed,1
4414,behind counter two men squeezed congested,0
4415,large $20 and topping $3 very expensive,0
4416,many people may not seem like aunthentic thai food place nyc not quite authentic,0
4417,growing ny eaten tasty and amazing share bagel,1
4418,food not bad,1
4419,pretty much full fondue appetizer,1
4420,careful request extra spice,1
4421,rao's last wed experience horrible,0
4422,thought amazing prelude evening like,1
4423,went office lunch came back disappointed,0
4424,sweet lassi excellent lamb chettinad and garlic naan but rasamalai forgettable,0
4425,even though good seafood price high,0
4426,meat dish adorn selection although still large number vegetarian-friendly choice,1
4427,however taiwanese restaurant town,1
4428,mention wine forgettable,0
4429,avoid going,0
4430,chef and owner changed??? food tasteless and service disappointing,0
4431,even section menu called american chinese food delicious,1
4432,kalbi and nebbiolo work good together,1
4433,not walk around tray dim sum,0
4434,took sister attending show one evening,1
4435,food not arrived yet,0
4436,svc bit rude time esp big group but overall restaurant must,1
4437,husband and enjoy sangria,1
4438,food average including surprising tasty dish,1
4439,apetizers and food great,1
4440,no thanks,0
4441,long wait table outside but little hot sun anyway insde table very nice,1
4442,two star chef left quite time ago open place,0
4443,I would call tasty 'italian dinner',1
4444,first time gf 12 month anniversary coming amazing,1
4445,place not hotspot hangout,0
4446,worst service ever experienced go anywhere else,0
4447,awful service start finish not good,0
4448,food excellent not cheap (though not extremely expensive either),0
4449,much like food cannot bring go back,1
4450,please not use delivery app,0
4451,barely felt good,0
4452,hardly pro,0
4453,start mention mention con,0
4454,bruscetta bit soggy but salad fresh included nice mix green (not iceberg) dish served piping hot kitchen,1
4455,atmosphere not greatest but suppose keep price,0
4456,wife and going nyc year and would not miss roxy s food expensive but new york,0
4457,go and see great time,0
4458,restaurant packed first waited bar 20 minute seated good time bar,1
4459,even though service top class ambiance average,0
4460,fish adequate but inexpertly sliced,0
4461,try chef recommended menu special,0
4462,very spicy but not offensive,1
4463,place barely good thing like service hygience,0
4464,hardly noticed anything positive,0
4465,check,1
